age,height_cm,overall,potential,value_eur,preferred_foot,weak_foot,skill_moves,work_rate,team_position,attacking_heading_accuracy,skill_dribbling,skill_ball_control,movement_reactions,power_jumping,power_strength,mentality_vision,pace_median
34,168,72,72,1100000,1,3,3,High/Medium,RB,55,67,71,72,75,62,69,78.0
24,172,65,72,750000,1,3,2,High/High,LCM,55,59,60,70,67,71,66,44.0
19,174,53,73,130000,1,3,2,Medium/Medium,SUB,35,57,54,47,49,46,59,57.0
18,180,60,74,400000,1,3,2,Medium/Medium,RES,45,60,65,54,71,64,52,71.0
20,191,60,74,425000,1,2,2,Medium/Medium,SUB,59,44,56,55,67,80,45,60.0
22,196,65,75,800000,1,3,2,Medium/Medium,SUB,66,54,62,62,56,78,32,46.0
25,175,69,70,1200000,0,3,4,High/Medium,SUB,45,72,70,66,61,41,70,71.0
28,182,64,64,400000,1,3,2,Medium/High,LCM,47,54,57,48,56,71,64,65.0
21,178,60,71,350000,1,2,2,Medium/High,LM,31,59,61,52,70,48,55,72.0
27,185,66,68,675000,0,3,2,Medium/Medium,LCB,65,45,53,60,84,86,47,70.0
22,198,62,73,525000,1,3,2,High/Medium,ST,75,55,59,55,62,91,52,43.0
34,177,75,75,3200000,1,3,3,Medium/Medium,SUB,60,75,82,69,71,55,79,42.0
17,186,56,76,170000,1,3,2,Medium/Medium,RES,48,56,62,45,62,68,38,67.0
25,181,77,79,10500000,1,3,4,Medium/Medium,SUB,67,78,79,73,80,78,77,72.0
19,180,51,64,60000,1,3,2,Medium/Medium,SUB,43,53,37,55,64,61,36,62.0
33,192,64,64,275000,1,2,2,Medium/Medium,SUB,74,54,59,68,65,86,57,41.0
24,186,59,63,150000,1,2,1,Medium/Medium,SUB,15,16,19,54,61,51,36,68.0
28,167,64,64,375000,1,4,3,High/Low,SUB,36,66,66,58,50,60,61,71.0
19,176,60,65,275000,1,3,2,Medium/Medium,RES,46,67,69,65,53,46,64,64.0
19,178,55,72,160000,0,3,2,High/Medium,RES,41,49,47,53,71,67,39,81.0
28,171,67,67,650000,1,3,2,Medium/Medium,SUB,54,61,63,56,59,64,62,74.0
29,186,73,73,3900000,1,4,3,High/Medium,SUB,68,73,76,69,63,70,80,65.0
28,166,66,66,650000,1,3,2,Medium/Medium,SUB,47,63,65,59,91,35,57,70.0
22,169,72,79,4400000,0,3,4,Medium/Low,SUB,46,81,77,66,64,34,64,81.0
23,182,70,76,1800000,0,4,1,Medium/Medium,GK,16,15,25,68,68,61,58,68.0
26,181,73,77,4600000,1,3,3,Medium/High,CDM,55,64,70,70,70,71,54,75.0
29,187,72,72,3100000,1,2,3,High/Medium,SUB,75,68,70,69,81,84,68,66.0
28,180,67,67,675000,1,4,2,Medium/Medium,SUB,49,59,63,65,75,69,67,69.0
25,167,67,69,925000,1,4,2,High/Low,LM,38,65,62,61,73,41,62,77.0
22,178,57,63,140000,1,3,2,Medium/Low,LM,54,58,54,51,62,60,43,70.0
28,184,64,64,475000,1,3,2,High/Medium,SUB,65,56,57,58,82,86,41,70.0
27,185,72,72,3300000,1,3,3,Medium/Medium,SUB,58,74,71,72,62,59,68,81.0
29,179,64,64,450000,0,3,3,Medium/Medium,SUB,48,63,60,62,56,68,62,59.0
33,188,64,64,275000,1,3,2,Medium/Medium,RS,72,57,61,64,70,80,53,60.0
23,190,65,75,800000,1,2,2,Medium/Medium,RCB,67,29,51,56,70,76,27,52.0
20,175,60,73,400000,0,3,3,Medium/Medium,SUB,42,62,62,53,53,47,61,67.0
25,176,65,69,625000,0,2,3,High/Medium,LB,54,67,67,58,71,73,60,76.0
35,193,72,72,850000,0,2,1,Medium/Medium,GK,12,14,28,68,67,63,51,68.0
35,168,75,75,3100000,1,4,4,High/Low,LS,64,77,78,77,70,64,77,67.0
22,186,68,77,1200000,0,3,2,Medium/High,LB,59,60,66,68,76,72,45,62.0
31,192,82,82,16500000,1,4,2,Medium/Medium,RCB,84,64,70,82,73,88,73,70.0
28,182,70,70,1800000,1,2,3,Medium/Medium,SUB,72,67,72,66,90,76,67,69.0
19,188,53,73,110000,1,3,1,Medium/Medium,SUB,11,8,18,42,43,48,39,68.0
27,182,70,70,1900000,1,3,4,High/Low,LF,49,75,70,61,43,48,64,87.0
20,167,62,77,675000,0,3,3,High/Medium,SUB,27,64,67,59,43,52,59,76.0
18,175,59,69,210000,1,3,2,Medium/High,RES,48,50,57,58,62,68,53,57.0
22,173,68,77,1400000,1,4,4,High/Low,CAM,59,71,69,58,57,56,68,68.0
22,174,75,86,11500000,0,2,4,Medium/Low,SUB,32,83,78,65,40,54,54,84.0
22,187,60,66,300000,1,3,2,Medium/Medium,SUB,62,55,70,55,70,66,41,63.0
31,185,79,79,11500000,1,3,3,High/Medium,LS,75,79,79,84,73,78,66,69.0
28,178,66,66,575000,1,3,2,Medium/High,SUB,45,33,45,68,77,70,62,52.0
27,180,58,61,110000,0,3,1,Medium/Medium,SUB,12,6,16,55,62,44,52,68.0
32,176,78,78,0,1,3,4,Medium/Medium,Missing,60,76,75,80,61,68,64,80.0
26,187,72,75,3400000,1,2,2,Low/High,SUB,76,56,64,68,43,82,44,47.0
33,181,67,67,350000,1,3,3,Medium/Medium,CB,70,68,75,55,63,55,61,66.0
30,194,69,69,850000,1,3,2,Low/Medium,LCB,69,39,52,64,70,90,32,39.0
19,180,64,77,775000,0,3,2,Medium/Medium,LB,62,62,60,53,82,61,55,81.0
24,185,64,67,500000,0,3,2,Medium/Medium,LB,56,58,60,62,67,70,47,65.0
31,180,73,73,2900000,0,2,2,Medium/Medium,LB,61,65,69,68,76,67,65,66.0
31,179,69,69,925000,1,3,3,Medium/Medium,SUB,52,68,67,69,72,54,68,73.0
25,164,67,71,1000000,1,3,3,Medium/Medium,LCM,39,70,70,68,65,43,65,70.0
20,175,55,69,160000,1,3,2,Medium/Medium,SUB,42,44,45,52,49,46,38,67.0
20,188,60,70,275000,1,3,1,Medium/Medium,SUB,21,22,17,69,68,67,68,68.0
21,190,64,78,1000000,1,3,2,Medium/Medium,RES,69,59,65,59,68,77,49,68.0
24,179,61,66,300000,1,4,3,Medium/Medium,LCM,49,57,61,58,63,54,56,68.0
18,182,52,70,100000,1,3,2,Medium/Medium,SUB,37,51,53,50,55,54,54,68.0
17,180,51,65,70000,1,2,2,Medium/Medium,RES,45,55,56,51,56,51,46,63.0
27,178,67,67,800000,1,2,3,Medium/Medium,LM,43,73,66,58,58,60,55,86.0
21,178,61,75,550000,1,2,3,Medium/High,SUB,53,66,66,58,58,67,57,67.0
27,188,91,93,75000000,1,3,1,Medium/Medium,GK,15,12,30,88,78,78,65,68.0
21,187,61,71,425000,1,3,2,High/Medium,SUB,66,63,58,57,73,70,53,69.0
27,183,65,65,500000,1,3,3,Low/Medium,SUB,57,65,66,61,70,73,65,64.0
20,180,63,76,650000,0,2,2,High/Medium,LWB,48,60,59,52,62,56,49,83.0
25,183,65,70,700000,0,3,3,High/Medium,SUB,49,65,67,65,48,57,66,67.0
27,178,79,79,13000000,1,3,5,Medium/Medium,RM,65,79,77,75,67,65,82,86.0
26,177,63,66,450000,1,3,2,Medium/Medium,SUB,54,61,65,61,60,71,63,67.0
28,183,69,69,1000000,1,3,3,Medium/Medium,SUB,58,72,72,70,50,59,63,59.0
24,176,79,84,15500000,1,3,3,Medium/High,LDM,50,81,82,80,50,61,81,67.0
20,172,55,67,140000,1,3,2,Medium/Medium,SUB,47,59,56,51,53,56,55,67.0
27,181,67,67,800000,1,2,3,Medium/Medium,SUB,58,64,66,64,69,67,67,75.0
23,178,73,78,4700000,0,3,3,Medium/Medium,LM,63,72,73,71,66,70,69,71.0
22,176,68,77,1400000,1,3,3,Medium/Medium,LCM,56,66,67,69,65,67,68,74.0
35,173,71,71,1000000,1,3,3,Medium/High,LDM,53,72,74,73,74,57,72,48.0
19,180,55,74,170000,1,3,2,Medium/Low,SUB,34,58,58,36,48,47,42,80.0
23,184,51,56,50000,1,3,2,Medium/Medium,RES,65,56,52,45,65,60,52,73.0
22,182,64,72,650000,1,3,2,High/Medium,RDM,53,62,65,64,73,65,58,66.0
20,172,55,71,180000,1,3,2,Medium/Low,CAM,42,55,53,59,56,56,53,75.0
25,186,66,69,825000,1,3,3,Medium/Low,SUB,63,69,65,62,85,73,56,85.0
27,168,72,73,3500000,1,4,3,Medium/Medium,LCM,34,70,73,72,77,50,71,82.0
32,180,65,65,425000,0,4,2,Medium/Low,SUB,71,62,64,65,70,70,42,62.0
33,176,69,69,475000,0,2,2,High/Medium,LB,50,62,63,63,79,48,65,76.0
28,167,69,69,0,0,4,3,Medium/Medium,Missing,55,75,73,66,83,27,67,70.0
30,184,60,60,200000,1,4,2,Medium/Medium,SUB,61,53,59,56,67,71,55,67.0
25,165,60,65,240000,1,4,2,High/Medium,RWB,48,58,55,50,64,48,46,75.0
25,170,73,79,4900000,1,3,3,Medium/High,RDM,46,67,70,66,61,61,72,68.0
23,175,73,79,4900000,0,3,3,Medium/Medium,LB,65,70,72,72,75,64,68,76.0
22,190,56,65,110000,1,2,1,Medium/Medium,SUB,13,6,14,46,58,43,32,68.0
21,186,63,76,650000,1,2,2,High/Medium,SUB,58,55,62,59,67,74,53,57.0
28,184,67,67,775000,1,3,3,High/Medium,SUB,42,67,62,63,61,69,63,82.0
25,175,73,78,5500000,1,3,4,Medium/High,SUB,47,80,79,76,64,53,71,75.0
28,180,60,60,180000,0,3,2,Medium/High,LB,54,49,49,59,67,67,56,63.0
28,190,65,65,475000,1,2,2,Medium/High,RDM,56,55,63,58,59,82,52,55.0
21,186,52,61,70000,1,3,2,Low/High,SUB,49,45,33,46,70,68,26,78.0
31,183,66,66,575000,1,3,3,High/High,RES,57,61,63,70,61,69,59,86.0
22,184,74,81,8000000,1,3,3,High/High,LDM,44,73,75,74,70,71,72,78.0
19,178,52,72,100000,0,3,2,Medium/Medium,RES,39,46,39,52,60,50,37,63.0
21,183,58,69,200000,1,3,2,High/Medium,SUB,51,50,52,51,68,64,47,72.0
21,179,59,70,275000,1,3,2,Medium/Medium,RES,55,59,61,55,64,56,55,64.0
28,180,71,71,2400000,1,3,3,High/Low,RW,73,74,72,69,65,69,68,71.0
32,189,70,70,1100000,1,1,1,Medium/Medium,GK,12,12,23,66,61,75,39,68.0
34,185,63,63,180000,1,4,3,Medium/Medium,RM,58,61,64,63,69,70,64,64.0
24,180,71,75,2700000,0,2,3,High/Medium,LB,62,74,71,70,86,72,66,72.0
34,188,70,70,775000,1,2,1,Medium/Medium,GK,18,16,21,60,59,53,45,68.0
28,182,79,79,13000000,1,4,4,Medium/Low,SUB,80,78,81,80,90,75,69,70.0
27,171,71,71,2500000,0,4,3,High/Medium,RM,54,74,73,65,71,57,62,88.0
30,175,64,64,425000,0,3,3,High/Medium,SUB,56,64,63,58,61,59,61,75.0
24,186,78,84,14000000,0,3,4,High/Medium,LCM,64,82,81,74,65,68,75,79.0
24,184,62,67,400000,1,3,2,High/Low,SUB,70,61,59,55,71,67,50,63.0
22,183,71,83,3900000,1,3,2,Medium/High,RCB,67,69,67,71,70,72,58,74.0
27,184,68,71,975000,1,3,3,Medium/High,SUB,54,62,68,63,70,78,65,60.0
23,174,64,70,625000,1,3,3,Medium/Medium,RWB,52,64,62,55,54,57,63,73.0
18,175,65,82,1100000,0,3,3,Medium/Medium,RES,45,76,69,56,74,40,54,81.0
18,178,64,83,925000,1,3,4,Medium/Low,SUB,43,69,67,62,58,48,67,75.0
33,181,65,65,250000,1,2,2,Medium/Medium,CB,70,38,63,64,83,63,26,59.0
28,168,61,61,250000,0,3,2,Medium/Medium,SUB,26,55,52,62,40,45,67,60.0
22,182,65,73,725000,0,3,2,High/Medium,LCB,58,61,62,64,85,69,55,75.0
19,174,52,65,90000,0,2,2,Medium/Medium,SUB,35,53,35,54,59,43,32,62.0
27,182,68,68,950000,1,4,3,Medium/Medium,LS,29,77,74,68,54,54,64,76.0
22,186,71,78,2500000,1,2,1,Medium/Medium,GK,15,9,11,62,61,55,42,68.0
20,171,58,75,275000,1,3,3,Medium/Medium,RES,33,67,64,58,55,48,49,78.0
25,173,73,76,4400000,1,3,2,High/Medium,RB,59,62,61,65,61,55,38,79.0
29,184,66,66,525000,0,3,2,Medium/Medium,LB,51,49,59,64,75,71,56,69.0
28,193,68,70,900000,1,2,2,Low/High,RCB,70,32,45,67,72,81,30,45.0
21,178,59,66,200000,0,3,2,Medium/Medium,LB,39,54,47,55,62,57,41,70.0
26,183,61,66,240000,1,3,1,Medium/Medium,SUB,20,15,23,50,47,54,19,68.0
29,185,66,66,550000,1,2,2,Medium/Medium,RCB,65,59,65,65,65,75,59,46.0
33,190,62,62,140000,1,2,2,Medium/Medium,LCB,58,47,59,61,55,78,54,33.0
28,174,65,65,550000,1,4,3,Medium/Medium,SUB,62,62,65,63,74,66,60,62.0
21,183,61,68,325000,1,3,2,High/Medium,SUB,55,57,58,47,63,61,46,67.0
30,168,72,72,2500000,1,5,3,Medium/High,SUB,56,69,69,61,77,53,48,72.0
21,176,67,79,1300000,1,3,2,High/Medium,SUB,59,52,67,58,73,81,60,80.0
33,187,75,75,3200000,1,3,3,Low/High,LDM,82,64,72,73,91,85,65,48.0
18,180,66,82,1300000,0,3,3,High/Medium,CAM,48,63,68,61,65,60,66,66.0
30,171,69,69,825000,0,3,3,Medium/Medium,LB,40,71,69,65,71,46,65,70.0
29,187,63,63,300000,0,3,2,High/Medium,SUB,54,60,55,61,75,68,50,76.0
30,193,72,72,2500000,1,3,2,Low/High,RCB,74,44,63,67,69,89,42,50.0
36,187,75,75,1100000,1,2,1,Medium/Medium,GK,20,14,15,73,70,69,49,68.0
29,176,83,83,26000000,1,4,4,High/High,ST,75,84,85,84,76,75,78,76.0
27,185,66,68,675000,1,3,3,Medium/Medium,CB,68,67,65,65,75,80,63,72.0
25,185,62,68,375000,0,2,2,Medium/Medium,SUB,62,46,51,53,73,77,40,60.0
21,187,60,69,325000,1,3,2,Medium/Medium,RES,51,63,64,51,72,66,49,81.0
26,171,62,63,350000,1,3,3,High/Medium,SUB,50,61,62,57,70,60,51,78.0
23,196,53,63,80000,1,3,1,Medium/Medium,SUB,11,12,14,30,30,73,37,68.0
20,173,52,65,100000,1,4,2,High/Medium,SUB,45,50,52,50,55,45,52,61.0
17,183,51,69,70000,1,3,2,Medium/Medium,SUB,47,48,50,49,56,65,49,58.0
28,182,70,70,1500000,0,3,2,High/High,LB,62,58,59,68,64,78,55,80.0
25,187,63,69,375000,1,2,1,Medium/Medium,RES,14,7,11,61,73,62,23,68.0
23,187,60,67,300000,1,2,2,Medium/Low,SUB,58,57,55,59,61,77,53,77.0
28,181,70,71,1800000,1,3,2,Medium/Medium,SUB,74,55,69,68,48,73,72,67.0
27,188,73,75,4200000,0,3,2,Medium/Medium,LCB,78,39,53,71,62,78,43,52.0
27,172,71,71,2400000,1,4,2,High/High,RCM,58,66,75,62,64,67,72,56.0
23,185,64,71,625000,0,3,3,Medium/Medium,SUB,49,64,63,59,65,66,68,68.0
32,182,60,60,170000,1,3,3,Medium/Low,SUB,56,59,60,65,59,75,55,54.0
26,169,70,71,2100000,1,4,3,High/Medium,RES,64,74,74,66,68,59,65,88.0
27,191,63,66,325000,1,2,1,Medium/Medium,SUB,18,18,19,48,51,79,30,68.0
23,174,69,76,1300000,0,3,3,High/Medium,LB,59,71,70,65,77,65,68,82.0
19,177,64,78,950000,1,3,3,Medium/Medium,RCM,49,63,66,60,65,61,63,71.0
20,178,57,70,180000,0,2,2,Medium/Medium,SUB,45,45,54,52,66,55,40,84.0
28,196,82,83,18500000,1,3,1,Medium/Medium,GK,14,12,19,80,36,68,25,68.0
20,186,63,72,575000,0,3,2,High/Medium,RES,72,60,59,50,65,66,54,71.0
26,190,53,58,60000,1,3,1,Medium/Medium,SUB,15,21,12,46,37,41,35,68.0
24,186,64,70,625000,0,3,2,High/Medium,ST,63,58,60,62,78,77,52,68.0
19,189,55,70,160000,1,3,2,Medium/Medium,SUB,41,52,54,50,61,69,51,65.0
28,181,68,69,875000,0,3,2,Medium/Medium,LCB,68,55,62,67,59,71,54,71.0
18,178,58,75,275000,1,2,2,Medium/Medium,RES,56,66,55,55,51,58,54,64.0
23,184,69,75,1300000,1,3,2,Medium/Medium,CDM,61,68,70,65,62,69,67,64.0
38,188,62,62,30000,0,3,1,Medium/Medium,SUB,13,11,33,59,51,55,46,68.0
34,175,66,66,250000,1,4,3,Medium/Medium,SUB,58,67,68,60,71,62,63,57.0
25,178,59,63,200000,1,3,2,High/Low,SUB,56,62,53,52,68,57,53,68.0
21,175,66,74,950000,1,4,3,Medium/Low,LM,32,68,63,62,83,71,59,85.0
29,192,70,70,1800000,1,3,2,Medium/Medium,ST,73,60,63,71,73,91,50,72.0
24,189,59,64,210000,0,2,2,Medium/Medium,RES,55,60,60,49,51,71,56,66.0
22,192,61,69,325000,1,3,2,Medium/Medium,SUB,64,36,44,54,58,83,31,59.0
31,181,61,61,230000,0,3,2,Medium/Medium,RES,60,66,60,45,65,68,59,75.0
25,173,74,75,6500000,1,2,3,High/Medium,RES,42,77,75,68,70,62,67,82.0
24,174,60,66,275000,1,3,2,Medium/Medium,SUB,41,55,62,61,66,63,58,65.0
29,177,72,72,3000000,1,4,3,Medium/Medium,SUB,59,73,72,70,73,61,71,77.0
24,175,48,55,40000,1,3,2,Medium/Medium,ST,47,41,43,43,60,46,43,70.0
26,173,72,73,3200000,1,3,3,Medium/High,RB,58,71,70,68,74,62,63,75.0
20,183,67,67,725000,1,3,2,Medium/Medium,SUB,62,52,62,58,67,71,52,62.0
23,180,69,75,1500000,1,4,2,High/High,RS,60,70,68,61,84,87,58,82.0
30,173,65,65,425000,1,4,3,Medium/Medium,SUB,49,57,62,63,57,62,52,72.0
27,181,67,70,825000,1,3,2,High/High,SUB,61,60,69,66,81,66,65,71.0
26,173,69,72,1100000,0,5,2,High/High,SUB,61,55,63,65,72,62,31,78.0
29,169,71,71,2300000,1,2,3,High/High,RM,54,70,68,66,52,42,69,86.0
17,179,55,78,170000,1,4,3,High/Medium,SUB,42,58,60,54,76,50,55,65.0
21,181,63,72,575000,0,2,2,High/Low,SUB,51,61,64,60,69,68,57,84.0
26,192,61,64,275000,1,4,2,Medium/Medium,SUB,62,39,59,58,60,81,46,56.0
23,188,83,88,31000000,1,3,3,Medium/Medium,RCB,74,67,73,83,76,83,60,82.0
18,195,58,71,180000,0,2,1,Medium/Medium,SUB,10,12,11,61,67,53,31,68.0
33,186,74,74,2700000,1,2,2,Low/Medium,SUB,74,55,55,64,80,81,38,53.0
28,180,65,65,550000,1,3,3,Medium/Low,ST,65,63,62,62,72,69,54,69.0
28,178,68,68,800000,1,3,3,Low/High,RDM,55,61,63,66,73,66,52,71.0
30,188,64,64,375000,1,4,2,High/Medium,SUB,49,62,64,66,73,79,62,57.0
23,176,50,58,45000,1,3,2,Medium/Medium,RES,44,50,49,46,75,53,53,64.0
24,186,65,71,675000,1,3,2,Medium/Medium,RCB,67,52,70,66,74,69,54,69.0
18,188,62,81,600000,0,3,2,Medium/High,SUB,50,56,67,52,59,58,42,58.0
28,187,56,56,80000,1,4,2,Medium/Medium,SUB,59,32,38,49,62,72,35,52.0
30,183,67,67,625000,1,3,3,Low/High,RCM,75,58,62,66,76,76,45,59.0
24,182,64,69,525000,1,3,2,Medium/Medium,SUB,55,62,57,57,84,64,42,75.0
21,190,61,68,350000,1,2,2,Medium/Low,SUB,77,57,58,56,62,65,55,57.0
23,195,59,67,210000,0,3,2,Low/Medium,RES,53,32,36,51,72,67,32,56.0
21,181,52,61,70000,1,2,2,Medium/Medium,RB,48,53,51,52,57,57,43,61.0
32,174,68,68,575000,1,3,3,Medium/High,RCM,57,48,59,64,66,81,52,69.0
22,175,66,73,900000,0,3,3,High/Low,RES,43,76,75,56,40,32,62,65.0
34,168,68,68,325000,1,3,3,Medium/Medium,SUB,38,62,68,73,86,63,66,55.0
20,186,60,76,450000,1,3,2,High/Medium,SUB,65,60,58,59,66,70,56,57.0
29,178,61,61,210000,1,3,2,Medium/High,SUB,60,51,57,57,73,78,41,39.0
24,167,70,75,2400000,0,3,3,High/Low,LM,50,77,70,65,42,50,58,92.0
26,180,66,69,700000,0,2,3,High/Medium,SUB,50,62,63,61,50,70,65,75.0
32,183,71,71,1900000,0,3,3,Medium/Low,ST,71,66,63,69,78,93,58,66.0
18,178,62,76,575000,0,3,3,Medium/Medium,RES,49,58,62,53,64,57,58,76.0
20,180,60,69,300000,0,3,3,Medium/Medium,RES,46,56,56,50,64,55,51,67.0
19,174,59,73,325000,1,3,3,Medium/Medium,SUB,52,59,63,55,57,40,64,55.0
23,177,64,69,600000,1,3,3,Medium/Low,SUB,40,67,65,61,56,46,59,76.0
20,187,53,66,90000,1,3,1,Medium/Medium,RES,11,14,16,49,48,56,30,68.0
24,177,66,73,900000,0,2,3,Medium/Medium,RCM,48,69,70,66,30,60,60,69.0
22,193,70,81,2800000,1,3,2,Medium/Medium,RES,66,47,66,68,74,79,44,61.0
32,187,79,79,7500000,1,3,1,Medium/Medium,GK,15,13,12,76,49,65,48,68.0
19,183,53,70,130000,1,3,3,Medium/Medium,SUB,48,52,52,54,59,50,49,63.0
25,175,64,65,525000,1,4,3,High/Medium,SUB,55,63,62,61,67,59,62,75.0
22,188,59,69,230000,1,2,2,Low/High,RCB,55,29,43,52,76,71,35,63.0
28,178,70,70,1800000,1,2,3,High/Medium,SUB,72,70,69,70,78,70,64,76.0
30,192,69,69,825000,1,3,2,High/High,SUB,63,65,65,64,73,81,44,71.0
24,190,75,79,8000000,0,3,2,Medium/Medium,LCB,79,64,65,72,75,83,48,75.0
21,180,59,73,350000,1,3,2,Medium/Medium,RES,56,61,63,60,62,48,59,45.0
36,179,64,64,80000,1,2,1,Medium/Medium,GK,12,14,10,59,75,51,34,68.0
26,181,68,70,775000,1,3,1,Medium/Medium,SUB,16,25,21,60,53,74,35,68.0
27,182,73,75,4200000,1,4,2,High/High,CB,70,53,57,72,76,74,31,77.0
32,184,64,64,350000,0,3,3,Medium/Medium,LM,31,65,63,59,46,61,61,65.0
24,181,75,78,8500000,1,4,4,High/Medium,SUB,64,82,78,72,73,65,65,87.0
28,181,64,65,450000,1,3,2,Medium/Medium,RES,65,34,35,52,72,70,31,58.0
25,176,62,65,375000,1,3,3,High/Medium,SUB,45,62,64,61,59,49,53,65.0
29,179,65,65,450000,1,2,2,Medium/Medium,SUB,58,36,51,66,63,68,31,51.0
35,180,73,73,1100000,1,3,3,Medium/Medium,RB,67,67,71,75,73,67,59,50.0
23,189,64,71,575000,1,3,2,Medium/Medium,SUB,66,55,59,65,53,74,61,51.0
30,175,68,68,875000,1,4,3,Medium/Medium,SUB,62,68,72,64,83,67,64,70.0
22,187,55,67,140000,1,5,3,Medium/Medium,RM,48,62,61,56,51,74,46,75.0
28,191,67,67,800000,1,4,2,High/Medium,ST,76,59,62,62,69,92,53,53.0
19,178,60,75,400000,1,2,2,Low/High,RB,58,55,47,49,62,49,35,60.0
27,177,69,69,1100000,1,3,3,Medium/Medium,SUB,62,70,66,62,69,62,63,79.0
24,186,58,65,180000,1,3,3,High/Medium,SUB,61,56,59,46,70,66,49,67.0
34,187,85,85,14500000,1,3,2,Medium/High,RCB,85,53,74,74,89,85,52,57.0
30,171,65,65,425000,0,3,2,High/Medium,LB,49,53,65,70,60,45,33,60.0
21,177,64,76,750000,0,2,2,Medium/High,SUB,45,57,58,59,70,61,52,64.0
20,177,56,71,180000,0,2,2,Medium/Medium,RES,39,60,57,48,53,41,37,66.0
18,178,55,69,150000,1,3,2,Medium/Medium,RES,46,48,53,48,71,69,48,65.0
25,193,55,58,90000,1,2,2,Medium/Medium,SUB,51,29,43,42,68,82,32,64.0
24,186,73,78,5500000,1,3,3,High/Medium,SUB,69,71,71,69,83,81,55,84.0
24,181,60,63,275000,1,3,2,Medium/Low,SUB,52,58,56,65,56,61,57,77.0
33,185,77,77,5500000,1,3,3,Medium/Medium,SUB,71,82,77,75,82,80,75,81.0
32,190,84,84,25000000,0,4,4,Medium/Medium,RF,58,88,88,84,34,74,87,70.0
39,175,68,68,240000,1,3,3,Medium/Medium,SUB,69,70,72,61,69,59,73,35.0
22,183,58,66,170000,0,4,2,Low/Medium,RES,57,55,57,57,60,60,54,57.0
31,174,68,68,650000,0,2,3,Medium/Low,SUB,53,70,69,67,73,50,57,67.0
24,181,61,64,275000,1,3,2,Medium/Medium,SUB,64,57,59,48,64,76,32,54.0
23,190,64,72,500000,1,3,1,Medium/Medium,RES,14,12,20,56,34,63,54,68.0
30,176,73,73,3200000,1,3,2,Medium/High,SUB,69,70,75,72,82,63,62,47.0
28,191,63,64,350000,0,2,2,Medium/Medium,CB,62,52,54,63,70,80,44,55.0
24,183,76,83,11000000,1,3,3,Medium/Medium,CAM,44,76,78,76,49,68,77,76.0
31,198,69,69,950000,0,3,2,Medium/Medium,SUB,91,43,68,71,60,93,62,44.0
29,185,63,63,300000,1,2,3,Medium/Medium,SUB,56,61,61,59,63,73,48,80.0
22,192,65,74,850000,1,2,2,Medium/Low,SUB,67,61,64,56,64,76,52,54.0
22,183,63,73,550000,1,3,2,Medium/High,RES,49,55,64,56,70,67,54,66.0
23,181,66,72,800000,0,3,2,Medium/Medium,SUB,68,62,67,63,91,70,53,76.0
19,175,57,74,210000,1,3,2,Medium/Medium,SUB,47,60,62,49,68,54,57,69.0
21,186,61,72,450000,1,3,3,Medium/Medium,SUB,59,61,60,62,61,69,48,70.0
28,196,62,63,300000,1,2,2,Medium/Medium,CB,65,22,45,53,69,82,38,44.0
20,173,54,69,150000,1,3,2,Medium/Medium,SUB,44,64,62,50,77,36,47,74.0
29,179,69,69,1000000,0,3,3,High/Medium,CF,48,68,73,72,72,66,74,69.0
23,185,71,77,3200000,1,3,3,Medium/Medium,RCM,70,69,74,74,51,65,72,45.0
24,181,61,66,350000,1,3,2,Medium/Medium,RES,56,64,56,68,64,61,52,77.0
25,192,65,68,600000,1,4,3,High/Medium,RWB,62,66,64,57,67,74,61,74.0
31,188,64,64,325000,1,2,2,Medium/Medium,CB,69,45,49,57,47,73,53,39.0
19,180,54,71,150000,1,3,3,Medium/Medium,RES,42,55,56,48,53,36,54,67.0
21,177,66,80,1400000,0,3,3,High/Medium,SUB,47,72,66,55,67,56,59,79.0
21,181,61,75,550000,1,4,2,Medium/Medium,RAM,39,58,60,43,56,59,65,71.0
29,182,72,72,2600000,0,2,2,High/Medium,LB,72,75,71,66,80,76,63,74.0
18,177,54,68,140000,1,3,3,High/Medium,RES,39,54,53,60,50,49,50,63.0
31,183,65,65,400000,1,3,2,Medium/High,SUB,65,41,56,58,68,82,31,37.0
30,179,74,74,5000000,1,4,3,High/High,LDM,61,72,76,75,73,68,73,63.0
30,187,64,64,375000,1,3,2,Medium/High,RCB,62,58,62,62,79,72,50,67.0
26,167,74,77,7000000,1,3,3,High/Medium,ST,54,81,77,81,48,42,71,90.0
31,171,83,83,19500000,1,4,3,Medium/Medium,RDM,53,79,83,87,61,64,81,60.0
23,175,62,68,425000,1,2,2,Medium/Medium,RES,46,66,66,50,47,53,53,73.0
22,180,63,69,450000,0,4,3,High/Medium,SUB,45,65,62,54,60,61,58,75.0
33,172,70,70,800000,0,2,3,Medium/Medium,LB,68,68,68,67,76,62,65,64.0
33,181,78,78,6500000,1,5,4,High/High,LB,65,82,81,79,69,64,75,78.0
18,176,61,79,525000,1,3,3,Medium/Medium,SUB,52,62,64,54,57,40,58,70.0
30,188,61,61,200000,0,3,2,Medium/Medium,RES,65,30,45,45,74,69,30,52.0
26,180,73,76,5000000,0,3,4,Medium/Medium,RM,44,79,78,68,43,57,79,77.0
19,183,60,75,450000,1,3,2,High/Medium,RW,53,54,62,54,63,66,48,72.0
